Drug1,Drug2,Severity,Interaction,Mechanism,Pharmacokinetics,Pharmacodynamics,Effect_Change,Why_Explanation,Cytochrome,Dose_Consideration,Therapeutic_Index,Onset,Route_Impact,Patient_Factors,Clinical_Advice,Evidence_Type
Doxycycline,Omeprazole,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Doxycycline,Clopidogrel,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical
Doxycycline,Heparin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature
Doxycycline,Atorvastatin,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical
Doxycycline,Simvastatin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Doxycycline,Tramadol,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical
Doxycycline,Codeine,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Doxycycline,Morphine,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Doxycycline,Diazepam,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Doxycycline,Alprazolam,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical
Doxycycline,Phenytoin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Doxycycline,Carbamazepine,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Doxycycline,Lisinopril,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Doxycycline,Losartan,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical
Doxycycline,Furosemide,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Doxycycline,Spironolactone,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Doxycycline,Levothyroxine,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Doxycycline,Amoxicillin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature
Doxycycline,Amoxicillin-Clavulanate,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature
Doxycycline,Prednisolone,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical
Doxycycline,Hydrochlorothiazide,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Doxycycline,Amlodipine,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Doxycycline,Propranolol,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Doxycycline,Metoprolol,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Doxycycline,Pantoprazole,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature
Doxycycline,Esomeprazole,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Doxycycline,Rosuvastatin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature
Doxycycline,Gabapentin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Doxycycline,Pregabalin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature
Doxycycline,Clarithromycin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Doxycycline,Erythromycin,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature
Doxycycline,Ketoconazole,Major,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Doxycycline,Fluconazole,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical
Doxycycline,Insulin Glargine,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature
Doxycycline,Glimepiride,Minor,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature
Doxycycline,Gliclazide,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Prednisolone,Warfarin,Major,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Narrow,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Prednisolone,Aspirin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Prednisolone,Ibuprofen,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Prednisolone,Paracetamol,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical
Prednisolone,Fluoxetine,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical
Prednisolone,Sertraline,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical
Prednisolone,Digoxin,Major,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Narrow,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature
Prednisolone,Amiodarone,Major,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature
Prednisolone,Metformin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Prednisolone,Insulin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature
Prednisolone,Ciprofloxacin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical
Prednisolone,Azithromycin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical
Prednisolone,Rifampicin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Literature
Prednisolone,Omeprazole,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical
Prednisolone,Clopidogrel,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical
Prednisolone,Heparin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Prednisolone,Atorvastatin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Delayed,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Prednisolone,Simvastatin,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Clinical study
Prednisolone,Tramadol,Moderate,Pharmacological interaction affecting efficacy or toxicity,CYP enzyme modulation or receptor-level interaction,"Altered metabolism, absorption or excretion","Additive, synergistic or antagonistic effects",Change in therapeutic effect or toxicity profile,Shared metabolic pathway;Enzyme inhibition or induction;Altered plasma concentration,CYP3A4 / CYP2D6 / CYP2C9 involvement,Higher doses increase severity of interaction,Normal,Immediate,Oral route significantly affected,"Higher risk in elderly, renal or hepatic impairment",Avoid or monitor closely depending on severity,Theoretical
